Index    name         key              s           l     floor.x         floor.y         floor.z         floor.theta     floor.phi       floor.psi       spin.x          spin.y          spin.z
    399  L525         Drift               54.119   0.057   -0.0000000000    0.0000000000   54.1074167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    400  L526         Drift               54.162   0.043   -0.0000000000    0.0000000000   54.1499167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    401  SPB14        Drift               54.162   0.000   -0.0000000000    0.0000000000   54.1499167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    402  L528         Drift               54.314   0.152   -0.0000000000    0.0000000000   54.3024167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    403  L529         Drift               54.317   0.003   -0.0000000000    0.0000000000   54.3057667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    404  PQDB14       Marker              54.317   0.000   -0.0000000000    0.0000000000   54.3057667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    405  QDB14        Quadrupole          54.451   0.133   -0.0000000000    0.0000000000   54.4390667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    406  L531         Drift               54.538   0.087   -0.0000000000    0.0000000000   54.5263167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    407  QFB14        Quadrupole          54.790   0.252   -0.0000000000    0.0000000000   54.7785167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    408  L533         Drift               54.857   0.067   -0.0000000000    0.0000000000   54.8453329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    409  L534         Drift               54.857   0.000   -0.0000000000    0.0000000000   54.8453329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    410  L535         Drift               54.877   0.020   -0.0000000000    0.0000000000   54.8657659503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    411  QDB14        Quadrupole          55.011   0.133   -0.0000000000    0.0000000000   54.9990659503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    412  L537         Drift               55.068   0.058   -0.0000000000    0.0000000000   55.0568329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    413  GVB20        Drift               55.153   0.085   -0.0000000000    0.0000000000   55.1418329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    414  L539         Drift               55.210   0.057   -0.0000000000    0.0000000000   55.1983431503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    415  AKB21        Lcavity             55.245   0.035   -0.0000000000    0.0000000000   55.2333329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    416  PACB21       Marker              55.245   0.000   -0.0000000000    0.0000000000   55.2333329503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    417  ACB21        Lcavity             55.805   0.560   -0.0000000000    0.0000000000   55.7931697503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    418  SXB21        Sbend               55.805   0.000   -0.0000000000    0.0000000000   55.7931697503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    419  SYB21        Sbend               55.805   0.000   -0.0000000000    0.0000000000   55.7931697503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    420  ACB212       Lcavity             57.134   1.330   -0.0000000000    0.0000000000   57.1227821503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    421  PACB21       Marker              57.134   0.000   -0.0000000000    0.0000000000   57.1227821503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    422  AKB21        Lcavity             57.169   0.035   -0.0000000000    0.0000000000   57.1577719503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    423  L546         Drift               57.226   0.057   -0.0000000000    0.0000000000   57.2142821503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    424  L547         Drift               57.227   0.001   -0.0000000000    0.0000000000   57.2149791503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    425  L548         Drift               57.283   0.057   -0.0000000000    0.0000000000   57.2714893503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    426  AKB22        Lcavity             57.318   0.035   -0.0000000000    0.0000000000   57.3064791503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    427  PACB22       Marker              57.318   0.000   -0.0000000000    0.0000000000   57.3064791503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    428  ACB22        Lcavity             59.208   1.889   -0.0000000000    0.0000000000   59.1959283503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    429  PACB22       Marker              59.208   0.000   -0.0000000000    0.0000000000   59.1959283503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    430  AKB22        Lcavity             59.243   0.035   -0.0000000000    0.0000000000   59.2309181503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    431  L552         Drift               59.299   0.057   -0.0000000000    0.0000000000   59.2874283503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    432  L553         Drift               59.371   0.072   -0.0000000000    0.0000000000   59.3593213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    433  WMB22        Drift               59.371   0.000   -0.0000000000    0.0000000000   59.3593213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    434  L555         Drift               59.441   0.070   -0.0000000000    0.0000000000   59.4293213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    435  SCB22        Drift               59.441   0.000   -0.0000000000    0.0000000000   59.4293213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    436  L557         Drift               59.483   0.043   -0.0000000000    0.0000000000   59.4718213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    437  L558         Drift               59.540   0.057   -0.0000000000    0.0000000000   59.5283315503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    438  AKB23        Lcavity             59.575   0.035   -0.0000000000    0.0000000000   59.5633213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    439  PACB23       Marker              59.575   0.000   -0.0000000000    0.0000000000   59.5633213503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    440  ACB23        Lcavity             60.135   0.560   -0.0000000000    0.0000000000   60.1231581503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    441  SXB23        Sbend               60.135   0.000   -0.0000000000    0.0000000000   60.1231581503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    442  SYB23        Sbend               60.135   0.000   -0.0000000000    0.0000000000   60.1231581503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    443  ACB232       Lcavity             61.464   1.330   -0.0000000000    0.0000000000   61.4527705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    444  PACB23       Marker              61.464   0.000   -0.0000000000    0.0000000000   61.4527705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    445  AKB23        Lcavity             61.499   0.035   -0.0000000000    0.0000000000   61.4877603503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    446  L565         Drift               61.556   0.057   -0.0000000000    0.0000000000   61.5442705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    447  L566         Drift               61.557   0.001   -0.0000000000    0.0000000000   61.5449675503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    448  L567         Drift               61.613   0.057   -0.0000000000    0.0000000000   61.6014777503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    449  AKB24        Lcavity             61.648   0.035   -0.0000000000    0.0000000000   61.6364675503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    450  PACB24       Marker              61.648   0.000   -0.0000000000    0.0000000000   61.6364675503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    451  ACB24        Lcavity             63.538   1.889   -0.0000000000    0.0000000000   63.5259167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    452  PACB24       Marker              63.538   0.000   -0.0000000000    0.0000000000   63.5259167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    453  AKB24        Lcavity             63.573   0.035   -0.0000000000    0.0000000000   63.5609065503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    454  L571         Drift               63.629   0.057   -0.0000000000    0.0000000000   63.6174167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    455  L572         Drift               63.672   0.043   -0.0000000000    0.0000000000   63.6599167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    456  SPB24        Drift               63.672   0.000   -0.0000000000    0.0000000000   63.6599167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    457  L574         Drift               63.824   0.152   -0.0000000000    0.0000000000   63.8124167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    458  L575         Drift               63.827   0.003   -0.0000000000    0.0000000000   63.8157667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    459  QDB24        Quadrupole          63.961   0.133   -0.0000000000    0.0000000000   63.9490667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    460  L577         Drift               64.048   0.087   -0.0000000000    0.0000000000   64.0363167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    461  QFB24        Quadrupole          64.300   0.252   -0.0000000000    0.0000000000   64.2885167503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    462  L579         Drift               64.387   0.087   -0.0000000000    0.0000000000   64.3757667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    463  QDB24        Quadrupole          64.521   0.133   -0.0000000000    0.0000000000   64.5090667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    464  L581         Drift               64.521   0.000   -0.0000000000    0.0000000000   64.5090667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    465  L582         Drift               64.521   0.000   -0.0000000000    0.0000000000   64.5090667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    466  L583         Drift               64.758   0.238   -0.0000000000    0.0000000000   64.7468337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    467  GVB30        Drift               64.843   0.085   -0.0000000000    0.0000000000   64.8318337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    468  L585         Drift               64.900   0.057   -0.0000000000    0.0000000000   64.8883439503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    469  AKB31        Lcavity             64.935   0.035   -0.0000000000    0.0000000000   64.9233337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    470  PACB31       Marker              64.935   0.000   -0.0000000000    0.0000000000   64.9233337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    471  ACB31        Lcavity             65.495   0.560   -0.0000000000    0.0000000000   65.4831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    472  SXB31        Sbend               65.495   0.000   -0.0000000000    0.0000000000   65.4831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    473  SYB31        Sbend               65.495   0.000   -0.0000000000    0.0000000000   65.4831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    474  ACB312       Lcavity             66.824   1.330   -0.0000000000    0.0000000000   66.8127829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    475  PACB31       Marker              66.824   0.000   -0.0000000000    0.0000000000   66.8127829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    476  AKB31        Lcavity             66.859   0.035   -0.0000000000    0.0000000000   66.8477727503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    477  L592         Drift               66.916   0.057   -0.0000000000    0.0000000000   66.9042829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    478  L593         Drift               66.917   0.001   -0.0000000000    0.0000000000   66.9049799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    479  L594         Drift               66.973   0.057   -0.0000000000    0.0000000000   66.9614901503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    480  AKB32        Lcavity             67.008   0.035   -0.0000000000    0.0000000000   66.9964799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    481  PACB32       Marker              67.008   0.000   -0.0000000000    0.0000000000   66.9964799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    482  ACB32        Lcavity             68.898   1.889   -0.0000000000    0.0000000000   68.8859291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    483  PACB32       Marker              68.898   0.000   -0.0000000000    0.0000000000   68.8859291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    484  AKB32        Lcavity             68.933   0.035   -0.0000000000    0.0000000000   68.9209189503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    485  L598         Drift               68.989   0.057   -0.0000000000    0.0000000000   68.9774291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    486  L599         Drift               69.061   0.072   -0.0000000000    0.0000000000   69.0493221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    487  WMB32        Drift               69.061   0.000   -0.0000000000    0.0000000000   69.0493221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    488  L601         Drift               69.131   0.070   -0.0000000000    0.0000000000   69.1193221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    489  SCB32        Drift               69.131   0.000   -0.0000000000    0.0000000000   69.1193221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    490  L603         Drift               69.173   0.043   -0.0000000000    0.0000000000   69.1618221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    491  L604         Drift               69.230   0.057   -0.0000000000    0.0000000000   69.2183323503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    492  AKB33        Lcavity             69.265   0.035   -0.0000000000    0.0000000000   69.2533221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    493  PACB33       Marker              69.265   0.000   -0.0000000000    0.0000000000   69.2533221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    494  ACB33        Lcavity             69.825   0.560   -0.0000000000    0.0000000000   69.8131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    495  SXB33        Sbend               69.825   0.000   -0.0000000000    0.0000000000   69.8131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    496  SYB33        Sbend               69.825   0.000   -0.0000000000    0.0000000000   69.8131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    497  ACB332       Lcavity             71.154   1.330   -0.0000000000    0.0000000000   71.1427713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    498  PACB33       Marker              71.154   0.000   -0.0000000000    0.0000000000   71.1427713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    499  AKB33        Lcavity             71.189   0.035   -0.0000000000    0.0000000000   71.1777611503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    500  L611         Drift               71.246   0.057   -0.0000000000    0.0000000000   71.2342713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    501  L612         Drift               71.247   0.001   -0.0000000000    0.0000000000   71.2349683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    502  L613         Drift               71.303   0.057   -0.0000000000    0.0000000000   71.2914785503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    503  AKB34        Lcavity             71.338   0.035   -0.0000000000    0.0000000000   71.3264683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    504  PACB34       Marker              71.338   0.000   -0.0000000000    0.0000000000   71.3264683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    505  ACB34        Lcavity             73.228   1.889   -0.0000000000    0.0000000000   73.2159175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    506  PACB34       Marker              73.228   0.000   -0.0000000000    0.0000000000   73.2159175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    507  AKB34        Lcavity             73.263   0.035   -0.0000000000    0.0000000000   73.2509073503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    508  L617         Drift               73.319   0.057   -0.0000000000    0.0000000000   73.3074175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    509  L618         Drift               73.362   0.043   -0.0000000000    0.0000000000   73.3499175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    510  SPB34        Drift               73.362   0.000   -0.0000000000    0.0000000000   73.3499175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    511  L620         Drift               73.514   0.152   -0.0000000000    0.0000000000   73.5024175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    512  L621         Drift               73.517   0.003   -0.0000000000    0.0000000000   73.5057675503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    513  QDB34        Quadrupole          73.651   0.133   -0.0000000000    0.0000000000   73.6390675503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    514  L623         Drift               73.738   0.087   -0.0000000000    0.0000000000   73.7263175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    515  QFB34        Quadrupole          73.990   0.252   -0.0000000000    0.0000000000   73.9785175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    516  L625         Drift               74.057   0.067   -0.0000000000    0.0000000000   74.0453337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    517  L626         Drift               74.057   0.000   -0.0000000000    0.0000000000   74.0453337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    518  L627         Drift               74.077   0.020   -0.0000000000    0.0000000000   74.0657667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    519  QDB34        Quadrupole          74.211   0.133   -0.0000000000    0.0000000000   74.1990667503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    520  L629         Drift               74.358   0.148   -0.0000000000    0.0000000000   74.3468337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    521  GVB40        Drift               74.443   0.085   -0.0000000000    0.0000000000   74.4318337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    522  L631         Drift               74.500   0.057   -0.0000000000    0.0000000000   74.4883439503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    523  AKB41        Lcavity             74.535   0.035   -0.0000000000    0.0000000000   74.5233337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    524  PACB41       Marker              74.535   0.000   -0.0000000000    0.0000000000   74.5233337503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    525  ACB41        Lcavity             75.095   0.560   -0.0000000000    0.0000000000   75.0831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    526  SXB41        Sbend               75.095   0.000   -0.0000000000    0.0000000000   75.0831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    527  SYB41        Sbend               75.095   0.000   -0.0000000000    0.0000000000   75.0831705503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    528  ACB412       Lcavity             76.424   1.330   -0.0000000000    0.0000000000   76.4127829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    529  PACB41       Marker              76.424   0.000   -0.0000000000    0.0000000000   76.4127829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    530  AKB41        Lcavity             76.459   0.035   -0.0000000000    0.0000000000   76.4477727503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    531  L638         Drift               76.516   0.057   -0.0000000000    0.0000000000   76.5042829503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    532  L639         Drift               76.517   0.001   -0.0000000000    0.0000000000   76.5049799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    533  L640         Drift               76.573   0.057   -0.0000000000    0.0000000000   76.5614901503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    534  AKB42        Lcavity             76.608   0.035   -0.0000000000    0.0000000000   76.5964799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    535  PACB42       Marker              76.608   0.000   -0.0000000000    0.0000000000   76.5964799503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    536  ACB42        Lcavity             78.498   1.889   -0.0000000000    0.0000000000   78.4859291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    537  PACB42       Marker              78.498   0.000   -0.0000000000    0.0000000000   78.4859291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    538  AKB42        Lcavity             78.533   0.035   -0.0000000000    0.0000000000   78.5209189503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    539  L644         Drift               78.589   0.057   -0.0000000000    0.0000000000   78.5774291503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    540  L645         Drift               78.661   0.072   -0.0000000000    0.0000000000   78.6493221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    541  WMB42        Drift               78.661   0.000   -0.0000000000    0.0000000000   78.6493221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    542  L647         Drift               78.731   0.070   -0.0000000000    0.0000000000   78.7193221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    543  SCB42        Drift               78.731   0.000   -0.0000000000    0.0000000000   78.7193221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    544  L649         Drift               78.773   0.043   -0.0000000000    0.0000000000   78.7618221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    545  L650         Drift               78.830   0.057   -0.0000000000    0.0000000000   78.8183323503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    546  AKB43        Lcavity             78.865   0.035   -0.0000000000    0.0000000000   78.8533221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    547  PACB43       Marker              78.865   0.000   -0.0000000000    0.0000000000   78.8533221503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    548  ACB43        Lcavity             79.425   0.560   -0.0000000000    0.0000000000   79.4131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    549  SXB43        Sbend               79.425   0.000   -0.0000000000    0.0000000000   79.4131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    550  SYB43        Sbend               79.425   0.000   -0.0000000000    0.0000000000   79.4131589503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    551  ACB432       Lcavity             80.754   1.330   -0.0000000000    0.0000000000   80.7427713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    552  PACB43       Marker              80.754   0.000   -0.0000000000    0.0000000000   80.7427713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    553  AKB43        Lcavity             80.789   0.035   -0.0000000000    0.0000000000   80.7777611503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    554  L657         Drift               80.846   0.057   -0.0000000000    0.0000000000   80.8342713503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    555  L658         Drift               80.847   0.001   -0.0000000000    0.0000000000   80.8349683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    556  L659         Drift               80.903   0.057   -0.0000000000    0.0000000000   80.8914785503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    557  AKB44        Lcavity             80.938   0.035   -0.0000000000    0.0000000000   80.9264683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    558  PACB44       Marker              80.938   0.000   -0.0000000000    0.0000000000   80.9264683503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    559  ACB44        Lcavity             82.828   1.889   -0.0000000000    0.0000000000   82.8159175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
    560  PACB44       Marker              82.828   0.000   -0.0000000000    0.0000000000   82.8159175503    0.0000000000    0.0000000000    0.0000000000   -0.0000000000    1.0000000000   -0.0000000000
