     Ix       Turn             x              px               y              py               z              pz         spin_x    spin_y    spin_z    State
       38      200 -4.51411927E-06  7.86167252E-04 -4.03137873E-08 -9.30951010E-05  1.65383627E-02 -7.32300518E-04     0.004583 -0.000351  0.999989    Alive
       39      200  3.19112569E-05  5.21144333E-04  1.56486570E-07 -1.71996683E-05  1.57068667E-02  5.74120781E-04     0.027202  0.013767  0.999535    Alive
       40      200 -7.05624883E-06 -8.45575849E-06  1.93289787E-07 -5.26914177E-04  2.99015982E-02 -1.15548543E-03    -0.028922 -0.034136  0.998999    Alive
       41      200 -4.55313645E-05 -1.22711731E-04  6.05521485E-08  6.69867660E-05  1.85132904E-02 -1.67592748E-04     0.006882  0.010664  0.999919    Alive
       42      200  4.01557692E-06 -3.57702583E-04  2.51726591E-08  4.03745541E-05  1.06122467E-02 -6.75762361E-04     0.018351  0.000299  0.999832    Alive
       43      200 -1.31129572E-05  5.52210458E-05 -1.16724191E-07 -7.83588294E-05  7.36434079E-03 -5.39445345E-04     0.025596 -0.003319  0.999667    Alive
       44      200  1.62330285E-06  3.13583174E-04  9.30811692E-09  1.29920740E-04  1.87901299E-02  4.36831870E-04     0.021974  0.023950  0.999472    Alive
       45      200 -7.93264482E-06  2.54214481E-04  1.02489495E-07  1.30297636E-04  2.08328478E-02  2.94664922E-04     0.014560  0.022700  0.999636    Alive
       46      200  5.66421422E-07 -8.66622492E-05  5.64529572E-08 -1.08345276E-04  1.15569964E-02  5.99811550E-04     0.011229 -0.001162  0.999936    Alive
       47      200 -8.16890699E-06  3.16275823E-04 -1.48190904E-07  1.90734810E-05  1.65339875E-02  7.20611985E-04     0.030197  0.013036  0.999459    Alive
       48      200  8.30040903E-06  2.37041125E-04  7.03624512E-08  6.74285847E-05  1.80028670E-02  7.17541296E-04     0.017413  0.008213  0.999815    Alive
       49      200 -1.35859852E-06  1.40346627E-05 -5.56840359E-09  4.80547255E-05  1.94616037E-02 -2.63991217E-04     0.003012 -0.004149  0.999987    Alive
       50      200  1.02516473E-05  6.34396175E-04 -5.97030054E-08 -1.00034570E-04  2.28348528E-02 -4.94078930E-04     0.009880  0.003456  0.999945    Alive
       51      200 -4.34189127E-06  2.49972557E-04  1.30125275E-07  1.06737783E-04  1.46782848E-02  4.10519591E-04     0.027226  0.014061  0.999530    Alive
       52      200 -1.72479202E-05 -5.96430846E-05  4.59074614E-08  2.86492309E-05  2.36265514E-02 -3.66990855E-04    -0.005622  0.010927  0.999924    Alive
       53      200  6.01548497E-06  2.05097177E-04  1.92969254E-09 -6.27749734E-06  1.66161901E-02  3.66706387E-04     0.017803  0.010932  0.999782    Alive
       54      200 -1.37366199E-05  3.63748749E-04 -3.71059369E-08  6.66327289E-05  2.08107630E-02 -9.06092434E-06     0.012353  0.016021  0.999795    Alive
       55      200  5.47272603E-06 -2.52006197E-04  7.85800085E-08 -6.63469934E-05  2.46548688E-02 -1.03818212E-03    -0.024508 -0.023672  0.999419    Alive
       56      200  1.81836430E-05  5.28185817E-04  5.82575337E-08 -1.18740525E-04  1.48702469E-02 -8.82528690E-04     0.008334 -0.016735  0.999825    Alive
       57      200 -5.56813462E-06  1.68511416E-04  2.29149369E-08  1.23884097E-04  1.77793144E-02 -4.09598410E-04     0.008869  0.008105  0.999928    Alive
       58      200  4.49717290E-05  4.38207481E-04  2.38376884E-07 -1.26361030E-04  1.54752107E-02  6.53084324E-04     0.034199  0.017274  0.999266    Alive
       59      200 -1.46161453E-05 -1.62995159E-05 -9.90160674E-08 -7.05337824E-05  1.21755078E-02  9.43503945E-04     0.028974 -0.011674  0.999512    Alive
       60      200  5.45924078E-06  3.29636112E-04  1.26059796E-07 -7.11934394E-05  2.19249714E-02  2.33539924E-04     0.001832  0.013431  0.999908    Alive
       61      200  6.33991660E-06  1.85465247E-04  1.06675508E-07  1.27432807E-04  2.22480941E-02  2.47014796E-04     0.011263  0.023755  0.999654    Alive
       62      200  2.35515300E-05  3.42035393E-04  1.30667463E-07  7.92805636E-05  1.59123509E-02  2.19205613E-04     0.017482  0.016470  0.999712    Alive
       63      200 -1.24557286E-05  3.42915667E-04 -1.30144188E-07 -9.76890441E-05  1.21356717E-02  8.67993895E-04     0.021367 -0.000164  0.999772    Alive
       64      200  1.52589239E-07 -2.01172732E-04  3.68353320E-09 -1.19160173E-04  7.74871919E-03 -3.25941832E-04     0.010887  0.009511  0.999895    Alive
       65      200  7.05256475E-06  2.45684167E-04  1.24234096E-07 -2.02119165E-04  1.43572879E-02 -8.87838216E-04     0.018892 -0.004487  0.999811    Alive
       66      200 -8.34233441E-06  1.03394635E-04 -2.60875103E-08  7.88275981E-05  1.36113962E-02  3.69232414E-04     0.019270  0.016801  0.999673    Alive
       67      200  3.79341738E-06  3.28965995E-04 -6.75144444E-09  8.81507657E-05  1.40865589E-02 -5.60870645E-05     0.021986  0.010293  0.999705    Alive
       68      200  3.77767290E-05  1.37577670E-04 -4.20994644E-08  1.44193806E-04  1.64438964E-02 -4.18143828E-04     0.006485  0.004002  0.999971    Alive
       69      200 -2.22044504E-05  3.71029292E-04  1.29328873E-07  4.08868509E-05  1.74964139E-02  6.07873429E-04     0.027095  0.031504  0.999136    Alive
       70      200 -8.96529490E-06 -3.26479374E-05  5.07623624E-08 -3.92694452E-06  1.80764712E-02 -7.25966883E-05     0.009934  0.019991  0.999751    Alive
       71      200 -4.86698917E-05  5.86143344E-05 -6.32099505E-08  1.76941821E-04  2.08590408E-02 -9.12153385E-04    -0.014641 -0.003287  0.999887    Alive
       73      200  2.31773557E-05  3.28141140E-04  1.77390968E-07 -7.57354726E-05  1.97148147E-02 -6.69178389E-06     0.017597  0.008826  0.999806    Alive
       74      200 -3.24916173E-05  1.14135499E-04 -1.97755873E-07 -1.54454361E-04  1.80413020E-02  7.34682424E-04     0.029213  0.022147  0.999328    Alive
       75      200 -1.17531748E-05  2.42379880E-04  2.60128967E-09  9.49293754E-05  1.50865467E-02 -7.37913043E-04     0.012584  0.006492  0.999900    Alive
       76      200  5.65823428E-06  5.70320388E-04  1.86526668E-08 -1.10513938E-04  2.11482744E-02 -3.22881325E-04     0.009206  0.009496  0.999913    Alive
       77      200 -1.54052329E-05 -3.70812952E-04  1.09541640E-07 -1.15940816E-04  7.32913302E-03 -1.43838010E-04     0.018793  0.008754  0.999785    Alive
       78      200  1.22496210E-05  3.73515350E-04 -6.03071833E-08  2.34302492E-05  7.97743557E-03 -1.87983271E-04     0.022945  0.000776  0.999736    Alive
       79      200 -2.81996529E-05  7.66450409E-04 -1.69960301E-07 -1.41723816E-04  1.09578909E-02  1.87146361E-04     0.041291  0.019136  0.998964    Alive
       80      200  2.64876798E-05  4.97856118E-05  8.74308545E-08  1.09113090E-04  1.70772190E-02 -1.53197243E-05     0.017364  0.002884  0.999845    Alive
       81      200 -7.69504644E-06  4.73486803E-04  1.85155170E-08  9.65537066E-05  1.81951062E-02 -2.49785354E-04     0.015820  0.009132  0.999833    Alive
       82      200 -1.75780961E-05 -4.56861588E-04  1.03906203E-07  2.39167642E-05  1.35668118E-02 -1.02456664E-03     0.000725 -0.017284  0.999850    Alive
       83      200 -1.23640676E-05  3.59409165E-04  3.58359170E-09 -5.09834449E-05  9.91765550E-03  4.84594032E-04     0.023002  0.010217  0.999683    Alive
       84      200  4.57568465E-05  3.09028877E-04  7.37912018E-08  7.61767016E-05  1.14925072E-02  7.86218932E-06     0.013846  0.002222  0.999902    Alive
       85      200 -4.44213165E-06 -4.24358726E-04 -8.82364848E-08  2.35831045E-04  2.05109950E-02 -1.10182614E-03    -0.025928  0.001447  0.999663    Alive
       86      200 -4.87969226E-06  8.10269147E-04 -2.40137358E-08 -3.76436845E-05  2.39028473E-02 -5.61110225E-04    -0.000430 -0.001503  0.999999    Alive
       87      200  1.83763264E-05 -1.45765451E-04  9.13232882E-08 -6.82212126E-05  7.58719490E-03 -1.12526217E-03     0.034799 -0.021331  0.999167    Alive
       88      200 -8.92667550E-06  1.53538228E-04  4.24412315E-08  5.80715509E-05  1.66016290E-02 -9.03585339E-04    -0.004931 -0.001897  0.999986    Alive
       89      200  3.62504733E-05  1.83594434E-04  4.05187997E-08  2.83583243E-05  1.96944242E-02 -4.18626000E-04     0.001167 -0.000962  0.999999    Alive
       90      200  8.65666498E-06  1.46402078E-04  1.47354591E-07  2.57064693E-04  7.24721703E-04 -1.85499005E-04     0.040415  0.018059  0.999020    Alive
       91      200 -1.45566275E-05  1.74334687E-05  2.18171354E-08 -2.62385710E-05  2.35741685E-02 -5.65412391E-04    -0.015076  0.001186  0.999886    Alive
       92      200  2.67119910E-05  1.13144661E-04  5.50704200E-08 -2.38026863E-05  2.03226105E-02 -2.56322254E-04    -0.005982  0.009517  0.999937    Alive
       93      200  3.72898389E-05  5.38620516E-04  1.88030340E-08  6.25826549E-05  1.58199216E-02  7.32834232E-04     0.036006  0.015291  0.999235    Alive
       94      200  7.53620971E-06 -2.80528263E-04 -9.66297161E-08  7.82541968E-05  1.52445589E-02 -4.31206294E-04     0.006255 -0.000908  0.999980    Alive
       95      200 -1.85140066E-07  6.71398368E-04 -1.56001955E-08 -6.81746397E-05  2.17410339E-02  7.66973355E-04     0.029327  0.019573  0.999378    Alive
       96      200 -2.17494148E-05 -1.65891794E-04  2.78391326E-08 -1.53501964E-04  2.28873440E-02 -3.87220603E-04    -0.014038  0.007288  0.999875    Alive
       97      200 -3.21371443E-05 -4.14794800E-04  2.08595554E-07 -8.09134028E-05  1.04924511E-02 -1.18816845E-03     0.004308 -0.014133  0.999891    Alive
       98      200  4.17309526E-05 -1.94275136E-04  6.80660126E-08  1.22226689E-04  1.67367209E-02  1.79738162E-06    -0.003245  0.008375  0.999960    Alive
       99      200  1.63877356E-06 -4.65596379E-04  5.90975056E-08 -6.70288412E-05  1.45923334E-02  1.51412403E-03     0.035250 -0.014477  0.999274    Alive
      100      200 -9.60460710E-06  2.34672285E-06  8.73435457E-08  1.59196972E-04  2.06641304E-02 -1.99271200E-04     0.000837  0.008335  0.999965    Alive
