     Ix       Turn             x              px               y              py               z              pz         spin_x    spin_y    spin_z    State
       27     9400  4.32437504E-06 -4.29333501E-04 -1.75976575E-06 -4.31459960E-05  1.49637151E-02  2.73719696E-06     0.000157 -0.009516  0.999955    Alive
       29     9400  8.35218390E-06 -2.33896893E-04  5.18602272E-08 -2.03012079E-04  1.12255815E-02 -8.19370641E-04     0.003242 -0.012810  0.999913    Alive
       31     9400  1.54810100E-05  2.78323798E-04  1.94100163E-07 -1.38236689E-04  1.33213477E-02 -4.54846458E-04     0.033910 -0.011917  0.999354    Alive
       32     9400 -7.24271318E-06  2.48372305E-04 -9.69810542E-08 -3.88374424E-05  2.25647430E-02 -5.67061521E-04    -0.012911 -0.039905  0.999120    Alive
       33     9400 -1.14282765E-05  5.57697008E-04 -3.85906916E-07 -1.47653767E-03  1.13570359E-02 -4.70404067E-04     0.064780 -0.016728  0.997759    Alive
       35     9400  1.11552109E-05  2.58160715E-04  1.10747567E-07  1.15283101E-04  1.84051256E-02 -7.57893656E-04     0.009346 -0.054329  0.998479    Alive
       37     9400  6.54400363E-06 -1.70492925E-04  1.03813011E-06  2.85883989E-04  1.54484583E-02 -1.97425649E-04     0.063907  0.027020  0.997590    Alive
       38     9400  5.77440203E-05 -2.65477689E-04 -4.57537514E-08  2.06786916E-04  1.17132583E-02 -5.45342063E-04     0.004509  0.020258  0.999785    Alive
       44     9400 -2.27635721E-05 -2.48487240E-04 -1.46105804E-08 -2.02540650E-04  2.31836814E-02  3.07239866E-04     0.010916  0.017249  0.999792    Alive
       45     9400  2.35767200E-05 -3.54886588E-04  1.12012087E-07 -4.22571694E-05  1.94607824E-02  3.84424000E-04     0.026604 -0.025059  0.999332    Alive
       47     9400  1.35402259E-05  4.49476676E-04 -7.37805375E-08  3.43625356E-05  1.05061924E-02 -6.59531907E-04     0.052507  0.007771  0.998590    Alive
       48     9400  4.16898584E-05 -2.48855285E-05  1.44349168E-07  2.13305308E-04  1.42312113E-02  8.23314441E-04     0.057931  0.028620  0.997910    Alive
       49     9400 -2.12688644E-05  3.09423971E-04 -2.66973929E-09 -8.79287490E-05  1.65956130E-02  9.76655159E-05     0.000612  0.064471  0.997919    Alive
       50     9400  3.95584976E-05 -1.40681893E-05 -4.72472861E-08 -8.53977881E-05  6.66658336E-03  3.55238478E-04    -0.000955  0.064171  0.997938    Alive
       52     9400  9.02522435E-06 -1.29753952E-04 -6.71610683E-08  2.67750143E-05  1.88851031E-02  4.19409743E-04    -0.045339  0.033394  0.998413    Alive
       53     9400 -2.97492948E-06  1.42180908E-04 -3.74506334E-08  1.25386982E-04  2.19215687E-02 -4.66404971E-04    -0.013219  0.005719  0.999896    Alive
       54     9400  5.41824604E-06 -1.27584955E-04  1.09493508E-06  1.02554442E-03  1.45323282E-02  7.76295784E-04     0.017633  0.036556  0.999176    Alive
       56     9400 -6.38817047E-06 -1.72316700E-05  3.17852010E-07  1.77643653E-04  2.30179237E-02  5.34330423E-04     0.008354 -0.031982  0.999454    Alive
       58     9400  4.27714962E-06 -7.93584309E-04 -7.85390743E-07  1.06636965E-03  1.95624964E-02  3.73982165E-04    -0.013785  0.058113  0.998215    Alive
       59     9400 -9.07484436E-06  7.79426845E-05  5.35813036E-08  1.30531632E-04  1.77020203E-02 -6.01822706E-04     0.073110 -0.082821  0.993879    Alive
       60     9400  1.78879137E-05  4.04387589E-04  5.64035026E-07  3.47736362E-04  1.09502604E-02  5.41381647E-04     0.020897  0.021393  0.999553    Alive
       62     9400 -1.68503416E-06  2.72894164E-05  2.53088560E-06  2.82557960E-03  7.55192708E-03 -2.00606997E-04    -0.006736  0.128055  0.991744    Alive
       63     9400 -2.26230800E-05  3.17480851E-04  1.64383859E-07 -4.77812931E-05  1.53054898E-02  2.85903866E-04     0.033626 -0.009748  0.999387    Alive
       65     9400  2.19732226E-05 -3.72979169E-04 -2.23555713E-07 -2.49044838E-04  1.05438115E-02  8.88023681E-04     0.018775 -0.007667  0.999794    Alive
       67     9400 -8.21097932E-06 -1.28089359E-04  2.17715665E-06  3.30362311E-04  1.15278641E-02 -5.49978066E-04     0.007839 -0.009956  0.999920    Alive
       73     9400  2.09261376E-05 -2.64769795E-04 -1.39654856E-06  1.06577972E-03  2.47995137E-02  4.88679151E-04     0.032263 -0.020639  0.999266    Alive
       74     9400 -1.31034466E-05  4.72638285E-04 -4.29175850E-07 -4.44007105E-04  4.93809579E-03  4.31827117E-04     0.029054 -0.005562  0.999562    Alive
       75     9400 -5.66048568E-07  2.05463170E-04  4.12606433E-09 -6.34504864E-04  2.04264130E-02  2.89003864E-04    -0.024461 -0.006327  0.999681    Alive
       76     9400 -8.69099231E-06 -1.44684649E-04  2.24358805E-07 -7.93011987E-05  1.77167347E-02 -3.21886839E-04    -0.020036  0.052014  0.998445    Alive
       77     9400  3.39921409E-06 -4.36963201E-04 -1.25403322E-06 -6.89631599E-04  9.62622727E-03  1.57591837E-04     0.018229  0.017926  0.999673    Alive
       78     9400 -5.94796469E-06 -1.06796508E-04  1.16129170E-06  1.30154725E-03  4.50178081E-03 -5.49764703E-05     0.001546 -0.005257  0.999985    Alive
       79     9400 -2.62168799E-05 -3.85591353E-05 -2.58054397E-08 -5.38329420E-04  1.44523506E-02 -3.92298284E-04     0.085325  0.024611  0.996049    Alive
       80     9400 -2.22997594E-05  2.33704091E-04 -3.73910647E-08 -1.14545294E-04  1.67261248E-02 -7.61378426E-04     0.020227 -0.032746  0.999259    Alive
       83     9400 -6.30904277E-06 -4.58434757E-04  2.42626377E-06  3.02130168E-04  1.56934713E-02  3.89891203E-04    -0.046225  0.041665  0.998062    Alive
       84     9400  1.23308715E-05  3.92583248E-04  2.72848435E-08  9.73777501E-07  1.44785339E-02 -2.53886853E-04    -0.016188  0.009458  0.999824    Alive
       89     9400  2.01624531E-05 -1.11044568E-04  2.29169387E-08 -4.71960791E-05  1.88823929E-02  2.46774598E-04    -0.024038 -0.017040  0.999566    Alive
       91     9400 -2.10878118E-05  1.39996060E-04  1.09913049E-07  1.44616360E-04  1.45763700E-02 -1.05042532E-04     0.075033 -0.030722  0.996708    Alive
       92     9400 -1.21504149E-05 -2.64604610E-04  1.05961131E-07 -6.65795589E-05  1.60998741E-02  4.66400956E-04    -0.011724  0.043009  0.999006    Alive
       93     9400  1.35068147E-05 -4.53544022E-05 -4.43454793E-07 -5.75130887E-04  2.70908805E-02  8.59685794E-05     0.049211 -0.020879  0.998570    Alive
       94     9400  9.19277153E-06  1.24409295E-04 -2.78374303E-08 -1.19339807E-04  1.22946403E-02 -4.22475548E-04     0.044148 -0.010777  0.998967    Alive
       95     9400 -1.58685152E-05 -4.71677629E-04 -5.22648973E-06 -2.61277204E-03  2.95757113E-02  3.53973249E-04     0.036114  0.007433  0.999320    Alive
       97     9400 -2.63879426E-06  9.03888582E-05  3.20672394E-07  1.64680153E-05  8.85633003E-03  1.30117015E-03     0.005862  0.014085  0.999884    Alive
       98     9400  4.79115690E-06 -1.94420200E-04  7.12159470E-08  2.73806185E-04  2.27300405E-02  3.81793314E-04    -0.008131 -0.004463  0.999957    Alive
       99     9400  2.34360898E-05  3.03249474E-04 -2.17972290E-07  4.10268224E-05  1.17824389E-02  7.15018353E-05     0.052506  0.014486  0.998516    Alive
      100     9400  7.47598489E-06  3.35498502E-04  5.38362819E-07 -1.21318044E-03  2.60076910E-02  5.11568347E-05    -0.006978 -0.015785  0.999851    Alive
