  Index  name               key              s          l      floor.x     floor.y     floor.z     floor.theta floor.phi   floor.psi     spin.x          spin.y          spin.z
   1154  ECSRE3119          Sad_Mult             3.120   0.000  7.0897E-12  1.3295E-12 -3.1200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0085528656    0.9999625527    0.0013196978
   1155  ESRE3120           Marker               3.120   0.000  7.0897E-12  1.3295E-12 -3.1200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0085528656    0.9999625527    0.0013196978
   1156  ECSRE3121          Sad_Mult             3.120   0.000  7.0897E-12  1.3295E-12 -3.1200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0085528656    0.9999625527    0.0013196972
   1157  QC2RE3125          Sad_Mult             3.130   0.010  7.0894E-12  1.3295E-12 -3.1300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0083976289    0.9999637207    0.0014272459
   1158  ECSRE3129          Sad_Mult             3.130   0.000  7.0894E-12  1.3295E-12 -3.1300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0083976289    0.9999637207    0.0014272452
   1159  ESRE3130           Marker               3.130   0.000  7.0894E-12  1.3295E-12 -3.1300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0083976289    0.9999637207    0.0014272452
   1160  ECSRE3131          Sad_Mult             3.130   0.000  7.0894E-12  1.3295E-12 -3.1300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0083976289    0.9999637207    0.0014272446
   1161  QC2RE3135          Sad_Mult             3.140   0.010  7.0892E-12  1.3295E-12 -3.1400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0082425299    0.9999648871    0.0015116775
   1162  ECSRE3139          Sad_Mult             3.140   0.000  7.0892E-12  1.3295E-12 -3.1400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0082425299    0.9999648872    0.0015116769
   1163  ESRE3140           Marker               3.140   0.000  7.0892E-12  1.3295E-12 -3.1400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0082425299    0.9999648872    0.0015116769
   1164  ECSRE3141          Sad_Mult             3.140   0.000  7.0892E-12  1.3295E-12 -3.1400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0082425299    0.9999648872    0.0015116764
   1165  QC2RE3145          Sad_Mult             3.150   0.010  7.0889E-12  1.3295E-12 -3.1500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0080876101    0.9999660581    0.0015726725
   1166  ECSRE3149          Sad_Mult             3.150   0.000  7.0889E-12  1.3295E-12 -3.1500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0080876101    0.9999660581    0.0015726719
   1167  ESRE3150           Marker               3.150   0.000  7.0889E-12  1.3295E-12 -3.1500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0080876101    0.9999660581    0.0015726719
   1168  ECSRE3151          Sad_Mult             3.150   0.000  7.0889E-12  1.3295E-12 -3.1500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0080876101    0.9999660581    0.0015726714
   1169  QC2RE3155          Sad_Mult             3.160   0.010  7.0886E-12  1.3295E-12 -3.1600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0079329089    0.9999672327    0.0016132172
   1170  ECSRE3159          Sad_Mult             3.160   0.000  7.0886E-12  1.3295E-12 -3.1600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0079329089    0.9999672327    0.0016132167
   1171  ESRE3160           Marker               3.160   0.000  7.0886E-12  1.3295E-12 -3.1600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0079329089    0.9999672327    0.0016132167
   1172  ECSRE3161          Sad_Mult             3.160   0.000  7.0886E-12  1.3295E-12 -3.1600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0079329089    0.9999672327    0.0016132162
   1173  QC2RE3165          Sad_Mult             3.170   0.010  7.0884E-12  1.3295E-12 -3.1700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0077784690    0.9999684052    0.0016383000
   1174  ECSRE3169          Sad_Mult             3.170   0.000  7.0884E-12  1.3295E-12 -3.1700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0077784690    0.9999684052    0.0016382995
   1175  ESRE3170           Marker               3.170   0.000  7.0884E-12  1.3295E-12 -3.1700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0077784690    0.9999684052    0.0016382995
   1176  ECSRE3171          Sad_Mult             3.170   0.000  7.0884E-12  1.3295E-12 -3.1700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0077784690    0.9999684052    0.0016382992
   1177  QC2RE3175          Sad_Mult             3.180   0.010  7.0881E-12  1.3295E-12 -3.1800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0076243478    0.9999695679    0.0016530742
   1178  ECSRE3179          Sad_Mult             3.180   0.000  7.0881E-12  1.3295E-12 -3.1800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0076243478    0.9999695679    0.0016530739
   1179  ESRE3180           Marker               3.180   0.000  7.0881E-12  1.3295E-12 -3.1800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0076243478    0.9999695679    0.0016530739
   1180  ECSRE3181          Sad_Mult             3.180   0.000  7.0881E-12  1.3295E-12 -3.1800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0076243478    0.9999695679    0.0016530737
   1181  QC2RE3185          Sad_Mult             3.190   0.010  7.0878E-12  1.3295E-12 -3.1900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0074706273    0.9999707139    0.0016616284
   1182  ECSRE3189          Sad_Mult             3.190   0.000  7.0878E-12  1.3295E-12 -3.1900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0074706273    0.9999707139    0.0016616281
   1183  ESRE3190           Marker               3.190   0.000  7.0878E-12  1.3295E-12 -3.1900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0074706273    0.9999707139    0.0016616281
   1184  ECSRE3191          Sad_Mult             3.190   0.000  7.0878E-12  1.3295E-12 -3.1900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0074706273    0.9999707139    0.0016616280
   1185  QC2RE3195          Sad_Mult             3.200   0.010  7.0876E-12  1.3295E-12 -3.2000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0073174239    0.9999718383    0.0016666823
   1186  ECSRE3199          Sad_Mult             3.200   0.000  7.0876E-12  1.3295E-12 -3.2000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0073174239    0.9999718383    0.0016666822
   1187  ESRE3200           Marker               3.200   0.000  7.0876E-12  1.3295E-12 -3.2000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0073174239    0.9999718383    0.0016666822
   1188  ECSRE3201          Sad_Mult             3.200   0.000  7.0876E-12  1.3295E-12 -3.2000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0073174239    0.9999718383    0.0016666822
   1189  QC2RE3205          Sad_Mult             3.210   0.010  7.0873E-12  1.3295E-12 -3.2100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0071648970    0.9999729376    0.0016698481
   1190  ECSRE3209          Sad_Mult             3.210   0.000  7.0873E-12  1.3295E-12 -3.2100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0071648970    0.9999729376    0.0016698481
   1191  ESRE3210           Marker               3.210   0.000  7.0873E-12  1.3295E-12 -3.2100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0071648970    0.9999729376    0.0016698481
   1192  ECSRE3211          Sad_Mult             3.210   0.000  7.0873E-12  1.3295E-12 -3.2100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0071648970    0.9999729376    0.0016698483
   1193  QC2RE3215          Sad_Mult             3.220   0.010  7.0870E-12  1.3295E-12 -3.2200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0070132607    0.9999740089    0.0016720221
   1194  ECSRE3219          Sad_Mult             3.220   0.000  7.0870E-12  1.3295E-12 -3.2200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0070132607    0.9999740089    0.0016720223
   1195  ESRE3220           Marker               3.220   0.000  7.0870E-12  1.3295E-12 -3.2200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0070132607    0.9999740089    0.0016720223
   1196  ECSRE3221          Sad_Mult             3.220   0.000  7.0870E-12  1.3295E-12 -3.2200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0070132607    0.9999740089    0.0016720225
   1197  QC2RE3225          Sad_Mult             3.230   0.010  7.0868E-12  1.3294E-12 -3.2300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0068627987    0.9999750501    0.0016736891
   1198  ECSRE3229          Sad_Mult             3.230   0.000  7.0868E-12  1.3294E-12 -3.2300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0068627987    0.9999750501    0.0016736894
   1199  ESRE3230           Marker               3.230   0.000  7.0868E-12  1.3294E-12 -3.2300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0068627987    0.9999750501    0.0016736894
   1200  ECSRE3231          Sad_Mult             3.230   0.000  7.0868E-12  1.3294E-12 -3.2300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0068627987    0.9999750501    0.0016736896
   1201  QC2RE3235          Sad_Mult             3.240   0.010  7.0865E-12  1.3294E-12 -3.2400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0067138834    0.9999760586    0.0016751020
   1202  ECSRE3239          Sad_Mult             3.240   0.000  7.0865E-12  1.3294E-12 -3.2400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0067138834    0.9999760586    0.0016751023
   1203  ESRE3240           Marker               3.240   0.000  7.0865E-12  1.3294E-12 -3.2400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0067138834    0.9999760586    0.0016751023
   1204  ECSRE3241          Sad_Mult             3.240   0.000  7.0865E-12  1.3294E-12 -3.2400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0067138834    0.9999760586    0.0016751024
   1205  QC2RE3245          Sad_Mult             3.250   0.010  7.0862E-12  1.3294E-12 -3.2500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0065670003    0.9999770319    0.0016763867
   1206  ECSRE3249          Sad_Mult             3.250   0.000  7.0862E-12  1.3294E-12 -3.2500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0065670003    0.9999770319    0.0016763869
   1207  ESRE3250           Marker               3.250   0.000  7.0862E-12  1.3294E-12 -3.2500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0065670003    0.9999770319    0.0016763869
   1208  ECSRE3251          Sad_Mult             3.250   0.000  7.0862E-12  1.3294E-12 -3.2500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0065670003    0.9999770319    0.0016763868
   1209  QC2RE3255          Sad_Mult             3.260   0.010  7.0860E-12  1.3294E-12 -3.2600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0064227759    0.9999779665    0.0016776093
   1210  ECSRE3259          Sad_Mult             3.260   0.000  7.0860E-12  1.3294E-12 -3.2600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0064227759    0.9999779665    0.0016776092
   1211  ESRE3260           Marker               3.260   0.000  7.0860E-12  1.3294E-12 -3.2600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0064227759    0.9999779665    0.0016776092
   1212  ECSRE3261          Sad_Mult             3.260   0.000  7.0860E-12  1.3294E-12 -3.2600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0064227759    0.9999779665    0.0016776087
   1213  QC2RE3265          Sad_Mult             3.270   0.010  7.0857E-12  1.3294E-12 -3.2700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0062820090    0.9999788588    0.0016788013
   1214  ECSRE3269          Sad_Mult             3.270   0.000  7.0857E-12  1.3294E-12 -3.2700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0062820090    0.9999788588    0.0016788007
   1215  ESRE3270           Marker               3.270   0.000  7.0857E-12  1.3294E-12 -3.2700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0062820090    0.9999788588    0.0016788007
   1216  ECSRE3271          Sad_Mult             3.270   0.000  7.0857E-12  1.3294E-12 -3.2700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0062820090    0.9999788588    0.0016787995
   1217  QC2RE3275          Sad_Mult             3.280   0.010  7.0854E-12  1.3294E-12 -3.2800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0061457002    0.9999797038    0.0016799605
   1218  ECSRE3279          Sad_Mult             3.280   0.000  7.0854E-12  1.3294E-12 -3.2800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0061457002    0.9999797038    0.0016799593
   1219  ESRE3280           Marker               3.280   0.000  7.0854E-12  1.3294E-12 -3.2800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0061457002    0.9999797038    0.0016799593
   1220  ECSRE3281          Sad_Mult             3.280   0.000  7.0854E-12  1.3294E-12 -3.2800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0061457002    0.9999797039    0.0016799574
   1221  QC2RE3285          Sad_Mult             3.290   0.010  7.0852E-12  1.3294E-12 -3.2900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0060150722    0.9999804963    0.0016810777
   1222  ECSRE3289          Sad_Mult             3.290   0.000  7.0852E-12  1.3294E-12 -3.2900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0060150722    0.9999804963    0.0016810758
   1223  ESRE3290           Marker               3.290   0.000  7.0852E-12  1.3294E-12 -3.2900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0060150722    0.9999804963    0.0016810758
   1224  ECSRE3291          Sad_Mult             3.290   0.000  7.0852E-12  1.3294E-12 -3.2900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0060150722    0.9999804963    0.0016810731
   1225  QC2RE3295          Sad_Mult             3.300   0.010  7.0849E-12  1.3294E-12 -3.3000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0058915697    0.9999812296    0.0016821947
   1226  ECSRE3299          Sad_Mult             3.300   0.000  7.0849E-12  1.3294E-12 -3.3000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0058915697    0.9999812296    0.0016821920
   1227  ESRE3300           Marker               3.300   0.000  7.0849E-12  1.3294E-12 -3.3000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0058915697    0.9999812296    0.0016821920
   1228  ECSRE3301          Sad_Mult             3.300   0.000  7.0849E-12  1.3294E-12 -3.3000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0058915697    0.9999812296    0.0016821879
   1229  QC2RE3305          Sad_Mult             3.310   0.010  7.0846E-12  1.3294E-12 -3.3100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057768159    0.9999818970    0.0016834407
   1230  ECSRE3309          Sad_Mult             3.310   0.000  7.0846E-12  1.3294E-12 -3.3100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057768159    0.9999818971    0.0016834365
   1231  ESRE3310           Marker               3.310   0.000  7.0846E-12  1.3294E-12 -3.3100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057768159    0.9999818971    0.0016834365
   1232  ECSRE3311          Sad_Mult             3.310   0.000  7.0846E-12  1.3294E-12 -3.3100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0057768159    0.9999818971    0.0016834298
   1233  QC2RE3315          Sad_Mult             3.320   0.010  7.0844E-12  1.3294E-12 -3.3200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056725089    0.9999824915    0.0016850294
   1234  ECSRE3319          Sad_Mult             3.320   0.000  7.0844E-12  1.3294E-12 -3.3200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056725089    0.9999824915    0.0016850226
   1235  ESRE3320           Marker               3.320   0.000  7.0844E-12  1.3294E-12 -3.3200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056725089    0.9999824915    0.0016850226
   1236  ECSRE3321          Sad_Mult             3.320   0.000  7.0844E-12  1.3294E-12 -3.3200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0056725089    0.9999824915    0.0016850126
   1237  QC2RE3325          Sad_Mult             3.330   0.010  7.0841E-12  1.3294E-12 -3.3300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055802506    0.9999830067    0.0016873379
   1238  ECSRE3329          Sad_Mult             3.330   0.000  7.0841E-12  1.3294E-12 -3.3300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055802506    0.9999830067    0.0016873278
   1239  ESRE3330           Marker               3.330   0.000  7.0841E-12  1.3294E-12 -3.3300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055802506    0.9999830067    0.0016873278
   1240  ECSRE3331          Sad_Mult             3.330   0.000  7.0841E-12  1.3294E-12 -3.3300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055802506    0.9999830067    0.0016873133
   1241  QC2RE3335          Sad_Mult             3.340   0.010  7.0839E-12  1.3294E-12 -3.3400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055013216    0.9999834376    0.0016911567
   1242  ECSRE3339          Sad_Mult             3.340   0.000  7.0839E-12  1.3294E-12 -3.3400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055013216    0.9999834376    0.0016911422
   1243  ESRE3340           Marker               3.340   0.000  7.0839E-12  1.3294E-12 -3.3400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055013216    0.9999834376    0.0016911422
   1244  ECSRE3341          Sad_Mult             3.340   0.000  7.0839E-12  1.3294E-12 -3.3400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0055013216    0.9999834376    0.0016911205
   1245  QC2RE3345          Sad_Mult             3.350   0.010  7.0836E-12  1.3294E-12 -3.3500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054364528    0.9999837808    0.0016979910
   1246  ECSRE3349          Sad_Mult             3.350   0.000  7.0836E-12  1.3294E-12 -3.3500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054364528    0.9999837808    0.0016979692
   1247  ESRE3350           Marker               3.350   0.000  7.0836E-12  1.3294E-12 -3.3500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054364528    0.9999837808    0.0016979692
   1248  ECSRE3351          Sad_Mult             3.350   0.000  7.0836E-12  1.3294E-12 -3.3500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0054364528    0.9999837809    0.0016979370
   1249  QC2RE3355          Sad_Mult             3.360   0.010  7.0833E-12  1.3294E-12 -3.3600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053856667    0.9999840349    0.0017101032
   1250  ECSRE3359          Sad_Mult             3.360   0.000  7.0833E-12  1.3294E-12 -3.3600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053856667    0.9999840350    0.0017100710
   1251  ESRE3360           Marker               3.360   0.000  7.0833E-12  1.3294E-12 -3.3600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053856667    0.9999840350    0.0017100710
   1252  ECSRE3361          Sad_Mult             3.360   0.000  7.0833E-12  1.3294E-12 -3.3600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053856667    0.9999840351    0.0017100275
   1253  QC2RE3365          Sad_Mult             3.370   0.010  7.0831E-12  1.3293E-12 -3.3700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053482526    0.9999842012    0.0017302083
   1254  ECSRE3369          Sad_Mult             3.370   0.000  7.0831E-12  1.3293E-12 -3.3700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053482526    0.9999842012    0.0017301648
   1255  ESRE3370           Marker               3.370   0.000  7.0831E-12  1.3293E-12 -3.3700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053482526    0.9999842012    0.0017301648
   1256  ECSRE3371          Sad_Mult             3.370   0.000  7.0831E-12  1.3293E-12 -3.3700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053482526    0.9999842013    0.0017301107
   1257  QC2RE3375          Sad_Mult             3.380   0.010  7.0828E-12  1.3293E-12 -3.3800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053228831    0.9999842826    0.0017610870
   1258  ECSRE3379          Sad_Mult             3.380   0.000  7.0828E-12  1.3293E-12 -3.3800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053228831    0.9999842827    0.0017610329
   1259  ESRE3380           Marker               3.380   0.000  7.0828E-12  1.3293E-12 -3.3800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053228831    0.9999842827    0.0017610329
   1260  ECSRE3381          Sad_Mult             3.380   0.000  7.0828E-12  1.3293E-12 -3.3800E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053228831    0.9999842828    0.0017609693
   1261  QC2RE3385          Sad_Mult             3.390   0.010  7.0825E-12  1.3293E-12 -3.3900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053078285    0.9999842839    0.0018052372
   1262  ECSRE3389          Sad_Mult             3.390   0.000  7.0825E-12  1.3293E-12 -3.3900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053078285    0.9999842840    0.0018051736
   1263  ESRE3390           Marker               3.390   0.000  7.0825E-12  1.3293E-12 -3.3900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053078285    0.9999842840    0.0018051736
   1264  ECSRE3391          Sad_Mult             3.390   0.000  7.0825E-12  1.3293E-12 -3.3900E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053078285    0.9999842842    0.0018051019
   1265  QC2RE3395          Sad_Mult             3.400   0.010  7.0823E-12  1.3293E-12 -3.4000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012074    0.9999842103    0.0018644735
   1266  ECSRE3399          Sad_Mult             3.400   0.000  7.0823E-12  1.3293E-12 -3.4000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012074    0.9999842105    0.0018644018
   1267  ESRE3400           Marker               3.400   0.000  7.0823E-12  1.3293E-12 -3.4000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012074    0.9999842105    0.0018644018
   1268  ECSRE3401          Sad_Mult             3.400   0.000  7.0823E-12  1.3293E-12 -3.4000E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012074    0.9999842106    0.0018643244
   1269  QC2RE3405          Sad_Mult             3.410   0.010  7.0820E-12  1.3293E-12 -3.4100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012048    0.9999840676    0.0019395067
   1270  ECSRE3409          Sad_Mult             3.410   0.000  7.0820E-12  1.3293E-12 -3.4100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012048    0.9999840678    0.0019394293
   1271  ESRE3410           Marker               3.410   0.000  7.0820E-12  1.3293E-12 -3.4100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012048    0.9999840678    0.0019394293
   1272  ECSRE3411          Sad_Mult             3.410   0.000  7.0820E-12  1.3293E-12 -3.4100E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053012048    0.9999840680    0.0019393486
   1273  QC2RE3415          Sad_Mult             3.420   0.010  7.0817E-12  1.3293E-12 -3.4200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053062136    0.9999838618    0.0020298298
   1274  ECSRE3419          Sad_Mult             3.420   0.000  7.0817E-12  1.3293E-12 -3.4200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053062136    0.9999838620    0.0020297492
   1275  ESRE3420           Marker               3.420   0.000  7.0817E-12  1.3293E-12 -3.4200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053062136    0.9999838620    0.0020297492
   1276  ECSRE3421          Sad_Mult             3.420   0.000  7.0817E-12  1.3293E-12 -3.4200E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053062136    0.9999838621    0.0020296678
   1277  QC2RE3425          Sad_Mult             3.430   0.010  7.0815E-12  1.3293E-12 -3.4300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053148933    0.9999835989    0.0021339918
   1278  ECSRE3429          Sad_Mult             3.430   0.000  7.0815E-12  1.3293E-12 -3.4300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053148933    0.9999835990    0.0021339104
   1279  ESRE3430           Marker               3.430   0.000  7.0815E-12  1.3293E-12 -3.4300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053148933    0.9999835990    0.0021339104
   1280  ECSRE3431          Sad_Mult             3.430   0.000  7.0815E-12  1.3293E-12 -3.4300E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053148933    0.9999835992    0.0021338308
   1281  QC2RE3435          Sad_Mult             3.440   0.010  7.0812E-12  1.3293E-12 -3.4400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053261720    0.9999832846    0.0022499802
   1282  ECSRE3439          Sad_Mult             3.440   0.000  7.0812E-12  1.3293E-12 -3.4400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053261720    0.9999832848    0.0022499006
   1283  ESRE3440           Marker               3.440   0.000  7.0812E-12  1.3293E-12 -3.4400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053261720    0.9999832848    0.0022499006
   1284  ECSRE3441          Sad_Mult             3.440   0.000  7.0812E-12  1.3293E-12 -3.4400E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053261720    0.9999832850    0.0022498246
   1285  QC2RE3445          Sad_Mult             3.450   0.010  7.0809E-12  1.3293E-12 -3.4500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053392193    0.9999829246    0.0023755431
   1286  ECSRE3449          Sad_Mult             3.450   0.000  7.0809E-12  1.3293E-12 -3.4500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053392193    0.9999829248    0.0023754671
   1287  ESRE3450           Marker               3.450   0.000  7.0809E-12  1.3293E-12 -3.4500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053392193    0.9999829248    0.0023754671
   1288  ECSRE3451          Sad_Mult             3.450   0.000  7.0809E-12  1.3293E-12 -3.4500E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053392193    0.9999829250    0.0023753961
   1289  QC2RE3455          Sad_Mult             3.460   0.010  7.0807E-12  1.3293E-12 -3.4600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053534063    0.9999825243    0.0025084183
   1290  ECSRE3459          Sad_Mult             3.460   0.000  7.0807E-12  1.3293E-12 -3.4600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053534062    0.9999825245    0.0025083474
   1291  ESRE3460           Marker               3.460   0.000  7.0807E-12  1.3293E-12 -3.4600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053534062    0.9999825245    0.0025083474
   1292  ECSRE3461          Sad_Mult             3.460   0.000  7.0807E-12  1.3293E-12 -3.4600E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053534062    0.9999825246    0.0025082822
   1293  QC2RE3465          Sad_Mult             3.470   0.010  7.0804E-12  1.3293E-12 -3.4700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053682643    0.9999820888    0.0026464834
   1294  ECSRE3469          Sad_Mult             3.470   0.000  7.0804E-12  1.3293E-12 -3.4700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053682643    0.9999820889    0.0026464182
   1295  ESRE3470           Marker               3.470   0.000  7.0804E-12  1.3293E-12 -3.4700E+00 -6.2832E+00  8.7701E-16  3.0552E-15    0.0053682643    0.9999820889    0.0026464182
