  Index  name               key              s          l      floor.x     floor.y     floor.z     floor.theta floor.phi   floor.psi     spin.x          spin.y          spin.z
   5589  ECSLE2891          Sad_Mult          3013.425   0.000 -1.3133E-12 -7.7561E-12  2.8900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011266031    0.9999599265    0.0088812227
   5590  ESLE2890           Marker            3013.425   0.000 -1.3133E-12 -7.7561E-12  2.8900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011266031    0.9999599265    0.0088812227
   5591  ECSLE2889          Sad_Mult          3013.425   0.000 -1.3133E-12 -7.7561E-12  2.8900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011266031    0.9999599265    0.0088812228
   5592  QC2LE2885          Sad_Mult          3013.435   0.010 -1.3135E-12 -7.7561E-12  2.8800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011288667    0.9999597258    0.0089035059
   5593  ECSLE2881          Sad_Mult          3013.435   0.000 -1.3135E-12 -7.7561E-12  2.8800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011288667    0.9999597258    0.0089035059
   5594  ESLE2880           Marker            3013.435   0.000 -1.3135E-12 -7.7561E-12  2.8800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011288667    0.9999597258    0.0089035059
   5595  ECSLE2879          Sad_Mult          3013.435   0.000 -1.3135E-12 -7.7561E-12  2.8800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011288667    0.9999597258    0.0089035059
   5596  QC2LE2875          Sad_Mult          3013.445   0.010 -1.3137E-12 -7.7560E-12  2.8700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011311361    0.9999595238    0.0089258749
   5597  ECSLE2871          Sad_Mult          3013.445   0.000 -1.3137E-12 -7.7560E-12  2.8700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011311361    0.9999595238    0.0089258749
   5598  ESLE2870           Marker            3013.445   0.000 -1.3137E-12 -7.7560E-12  2.8700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011311361    0.9999595238    0.0089258749
   5599  ECSLE2869          Sad_Mult          3013.445   0.000 -1.3137E-12 -7.7560E-12  2.8700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011311361    0.9999595238    0.0089258749
   5600  QC2LE2865          Sad_Mult          3013.455   0.010 -1.3139E-12 -7.7560E-12  2.8600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011334106    0.9999593207    0.0089483088
   5601  ECSLE2861          Sad_Mult          3013.455   0.000 -1.3139E-12 -7.7560E-12  2.8600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011334106    0.9999593207    0.0089483089
   5602  ESLE2860           Marker            3013.455   0.000 -1.3139E-12 -7.7560E-12  2.8600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011334106    0.9999593207    0.0089483089
   5603  ECSLE2859          Sad_Mult          3013.455   0.000 -1.3139E-12 -7.7560E-12  2.8600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011334106    0.9999593207    0.0089483089
   5604  QC2LE2855          Sad_Mult          3013.465   0.010 -1.3141E-12 -7.7560E-12  2.8500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011356899    0.9999591167    0.0089707984
   5605  ECSLE2851          Sad_Mult          3013.465   0.000 -1.3141E-12 -7.7560E-12  2.8500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011356899    0.9999591167    0.0089707984
   5606  ESLE2850           Marker            3013.465   0.000 -1.3141E-12 -7.7560E-12  2.8500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011356899    0.9999591167    0.0089707984
   5607  ECSLE2849          Sad_Mult          3013.465   0.000 -1.3141E-12 -7.7560E-12  2.8500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011356899    0.9999591167    0.0089707985
   5608  QC2LE2845          Sad_Mult          3013.475   0.010 -1.3143E-12 -7.7559E-12  2.8400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011379742    0.9999589116    0.0089933402
   5609  ECSLE2841          Sad_Mult          3013.475   0.000 -1.3143E-12 -7.7559E-12  2.8400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011379742    0.9999589116    0.0089933402
   5610  ESLE2840           Marker            3013.475   0.000 -1.3143E-12 -7.7559E-12  2.8400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011379742    0.9999589116    0.0089933402
   5611  ECSLE2839          Sad_Mult          3013.475   0.000 -1.3143E-12 -7.7559E-12  2.8400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011379742    0.9999589116    0.0089933402
   5612  QC2LE2835          Sad_Mult          3013.485   0.010 -1.3145E-12 -7.7559E-12  2.8300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011402637    0.9999587055    0.0090159338
   5613  ECSLE2831          Sad_Mult          3013.485   0.000 -1.3145E-12 -7.7559E-12  2.8300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011402637    0.9999587055    0.0090159338
   5614  ESLE2830           Marker            3013.485   0.000 -1.3145E-12 -7.7559E-12  2.8300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011402637    0.9999587055    0.0090159338
   5615  ECSLE2829          Sad_Mult          3013.485   0.000 -1.3145E-12 -7.7559E-12  2.8300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011402637    0.9999587055    0.0090159338
   5616  QC2LE2825          Sad_Mult          3013.495   0.010 -1.3148E-12 -7.7558E-12  2.8200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011425586    0.9999584985    0.0090385805
   5617  ECSLE2821          Sad_Mult          3013.495   0.000 -1.3148E-12 -7.7558E-12  2.8200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011425586    0.9999584984    0.0090385805
   5618  ESLE2820           Marker            3013.495   0.000 -1.3148E-12 -7.7558E-12  2.8200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011425586    0.9999584984    0.0090385805
   5619  ECSLE2819          Sad_Mult          3013.495   0.000 -1.3148E-12 -7.7558E-12  2.8200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011425586    0.9999584984    0.0090385805
   5620  QC2LE2815          Sad_Mult          3013.505   0.010 -1.3150E-12 -7.7558E-12  2.8100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011448592    0.9999582904    0.0090612823
   5621  ECSLE2811          Sad_Mult          3013.505   0.000 -1.3150E-12 -7.7558E-12  2.8100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011448592    0.9999582904    0.0090612823
   5622  ESLE2810           Marker            3013.505   0.000 -1.3150E-12 -7.7558E-12  2.8100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011448592    0.9999582904    0.0090612823
   5623  ECSLE2809          Sad_Mult          3013.505   0.000 -1.3150E-12 -7.7558E-12  2.8100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011448592    0.9999582904    0.0090612824
   5624  QC2LE2805          Sad_Mult          3013.515   0.010 -1.3152E-12 -7.7558E-12  2.8000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011471656    0.9999580812    0.0090840417
   5625  ECSLE2801          Sad_Mult          3013.515   0.000 -1.3152E-12 -7.7558E-12  2.8000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011471656    0.9999580812    0.0090840417
   5626  ESLE2800           Marker            3013.515   0.000 -1.3152E-12 -7.7558E-12  2.8000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011471656    0.9999580812    0.0090840417
   5627  ECSLE2799          Sad_Mult          3013.515   0.000 -1.3152E-12 -7.7558E-12  2.8000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011471656    0.9999580812    0.0090840417
   5628  QC2LE2795          Sad_Mult          3013.525   0.010 -1.3154E-12 -7.7557E-12  2.7900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011494780    0.9999578710    0.0091068613
   5629  ECSLE2791          Sad_Mult          3013.525   0.000 -1.3154E-12 -7.7557E-12  2.7900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011494780    0.9999578710    0.0091068613
   5630  ESLE2790           Marker            3013.525   0.000 -1.3154E-12 -7.7557E-12  2.7900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011494780    0.9999578710    0.0091068613
   5631  ECSLE2789          Sad_Mult          3013.525   0.000 -1.3154E-12 -7.7557E-12  2.7900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011494780    0.9999578710    0.0091068614
   5632  QC2LE2785          Sad_Mult          3013.535   0.010 -1.3156E-12 -7.7557E-12  2.7800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011517965    0.9999576597    0.0091297440
   5633  ECSLE2781          Sad_Mult          3013.535   0.000 -1.3156E-12 -7.7557E-12  2.7800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011517965    0.9999576597    0.0091297440
   5634  ESLE2780           Marker            3013.535   0.000 -1.3156E-12 -7.7557E-12  2.7800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011517965    0.9999576597    0.0091297440
   5635  ECSLE2779          Sad_Mult          3013.535   0.000 -1.3156E-12 -7.7557E-12  2.7800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011517965    0.9999576597    0.0091297440
   5636  QC2LE2775          Sad_Mult          3013.545   0.010 -1.3158E-12 -7.7557E-12  2.7700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011541212    0.9999574472    0.0091526925
   5637  ECSLE2771          Sad_Mult          3013.545   0.000 -1.3158E-12 -7.7557E-12  2.7700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011541212    0.9999574472    0.0091526926
   5638  ESLE2770           Marker            3013.545   0.000 -1.3158E-12 -7.7557E-12  2.7700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011541212    0.9999574472    0.0091526926
   5639  ECSLE2769          Sad_Mult          3013.545   0.000 -1.3158E-12 -7.7557E-12  2.7700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011541212    0.9999574472    0.0091526926
   5640  QC2LE2765          Sad_Mult          3013.555   0.010 -1.3160E-12 -7.7556E-12  2.7600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011564522    0.9999572336    0.0091757099
   5641  ECSLE2761          Sad_Mult          3013.555   0.000 -1.3160E-12 -7.7556E-12  2.7600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011564522    0.9999572336    0.0091757099
   5642  ESLE2760           Marker            3013.555   0.000 -1.3160E-12 -7.7556E-12  2.7600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011564522    0.9999572336    0.0091757099
   5643  ECSLE2759          Sad_Mult          3013.555   0.000 -1.3160E-12 -7.7556E-12  2.7600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011564522    0.9999572336    0.0091757099
   5644  QC2LE2755          Sad_Mult          3013.565   0.010 -1.3163E-12 -7.7556E-12  2.7500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011587895    0.9999570187    0.0091987989
   5645  ECSLE2751          Sad_Mult          3013.565   0.000 -1.3163E-12 -7.7556E-12  2.7500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011587895    0.9999570187    0.0091987989
   5646  ESLE2750           Marker            3013.565   0.000 -1.3163E-12 -7.7556E-12  2.7500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011587895    0.9999570187    0.0091987989
   5647  ECSLE2749          Sad_Mult          3013.565   0.000 -1.3163E-12 -7.7556E-12  2.7500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011587895    0.9999570187    0.0091987990
   5648  QC2LE2745          Sad_Mult          3013.575   0.010 -1.3165E-12 -7.7556E-12  2.7400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011611333    0.9999568027    0.0092219626
   5649  ECSLE2741          Sad_Mult          3013.575   0.000 -1.3165E-12 -7.7556E-12  2.7400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011611333    0.9999568027    0.0092219626
   5650  ESLE2740           Marker            3013.575   0.000 -1.3165E-12 -7.7556E-12  2.7400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011611333    0.9999568027    0.0092219626
   5651  ECSLE2739          Sad_Mult          3013.575   0.000 -1.3165E-12 -7.7556E-12  2.7400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011611333    0.9999568027    0.0092219626
   5652  QC2LE2735          Sad_Mult          3013.585   0.010 -1.3167E-12 -7.7555E-12  2.7300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011634836    0.9999565853    0.0092452039
   5653  ECSLE2731          Sad_Mult          3013.585   0.000 -1.3167E-12 -7.7555E-12  2.7300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011634836    0.9999565853    0.0092452039
   5654  ESLE2730           Marker            3013.585   0.000 -1.3167E-12 -7.7555E-12  2.7300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011634836    0.9999565853    0.0092452039
   5655  ECSLE2729          Sad_Mult          3013.585   0.000 -1.3167E-12 -7.7555E-12  2.7300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011634836    0.9999565853    0.0092452040
   5656  QC2LE2725          Sad_Mult          3013.595   0.010 -1.3169E-12 -7.7555E-12  2.7200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011658406    0.9999563667    0.0092685258
   5657  ECSLE2721          Sad_Mult          3013.595   0.000 -1.3169E-12 -7.7555E-12  2.7200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011658406    0.9999563667    0.0092685259
   5658  ESLE2720           Marker            3013.595   0.000 -1.3169E-12 -7.7555E-12  2.7200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011658406    0.9999563667    0.0092685259
   5659  ECSLE2719          Sad_Mult          3013.595   0.000 -1.3169E-12 -7.7555E-12  2.7200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011658406    0.9999563667    0.0092685259
   5660  QC2LE2715          Sad_Mult          3013.605   0.010 -1.3171E-12 -7.7555E-12  2.7100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011682041    0.9999561467    0.0092919314
   5661  ECSLE2711          Sad_Mult          3013.605   0.000 -1.3171E-12 -7.7555E-12  2.7100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011682041    0.9999561467    0.0092919314
   5662  ESLE2710           Marker            3013.605   0.000 -1.3171E-12 -7.7555E-12  2.7100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011682041    0.9999561467    0.0092919314
   5663  ECSLE2709          Sad_Mult          3013.605   0.000 -1.3171E-12 -7.7555E-12  2.7100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011682041    0.9999561467    0.0092919314
   5664  QC2LE2705          Sad_Mult          3013.615   0.010 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5665  ECSLE2701          Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5666  VOC2LE             Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5667  ZVQC2LE            Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705635    0.9999502968    0.0099012014
   5668  ZHQC2LE            Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5669  VRQC2LE            Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011075660    0.9999564486    0.0092668337
   5670  VKQC2LE            Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5671  ESLE2700           Marker            3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5672  ECSLE2699          Sad_Mult          3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5673  AQC2LC             Ecollimator       3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5674  PQC2LC             Marker            3013.615   0.000 -1.3173E-12 -7.7554E-12  2.7000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011705744    0.9999559253    0.0093154236
   5675  QC2LE2695          Sad_Mult          3013.625   0.010 -1.3175E-12 -7.7554E-12  2.6900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011729515    0.9999557026    0.0093390055
   5676  ECSLE2691          Sad_Mult          3013.625   0.000 -1.3175E-12 -7.7554E-12  2.6900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011729515    0.9999557026    0.0093390055
   5677  ESLE2690           Marker            3013.625   0.000 -1.3175E-12 -7.7554E-12  2.6900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011729515    0.9999557026    0.0093390055
   5678  ECSLE2689          Sad_Mult          3013.625   0.000 -1.3175E-12 -7.7554E-12  2.6900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011729515    0.9999557026    0.0093390055
   5679  QC2LE2685          Sad_Mult          3013.635   0.010 -1.3178E-12 -7.7553E-12  2.6800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011753354    0.9999554784    0.0093626801
   5680  ECSLE2681          Sad_Mult          3013.635   0.000 -1.3178E-12 -7.7553E-12  2.6800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011753354    0.9999554784    0.0093626801
   5681  ESLE2680           Marker            3013.635   0.000 -1.3178E-12 -7.7553E-12  2.6800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011753354    0.9999554784    0.0093626801
   5682  ECSLE2679          Sad_Mult          3013.635   0.000 -1.3178E-12 -7.7553E-12  2.6800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011753354    0.9999554784    0.0093626802
   5683  QC2LE2675          Sad_Mult          3013.645   0.010 -1.3180E-12 -7.7553E-12  2.6700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011777263    0.9999552528    0.0093864506
   5684  ECSLE2671          Sad_Mult          3013.645   0.000 -1.3180E-12 -7.7553E-12  2.6700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011777263    0.9999552528    0.0093864507
   5685  ESLE2670           Marker            3013.645   0.000 -1.3180E-12 -7.7553E-12  2.6700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011777263    0.9999552528    0.0093864507
   5686  ECSLE2669          Sad_Mult          3013.645   0.000 -1.3180E-12 -7.7553E-12  2.6700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011777263    0.9999552528    0.0093864507
   5687  QC2LE2665          Sad_Mult          3013.655   0.010 -1.3182E-12 -7.7553E-12  2.6600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011801243    0.9999550256    0.0094103201
   5688  ECSLE2661          Sad_Mult          3013.655   0.000 -1.3182E-12 -7.7553E-12  2.6600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011801243    0.9999550256    0.0094103201
   5689  ESLE2660           Marker            3013.655   0.000 -1.3182E-12 -7.7553E-12  2.6600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011801243    0.9999550256    0.0094103201
   5690  ECSLE2659          Sad_Mult          3013.655   0.000 -1.3182E-12 -7.7553E-12  2.6600E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011801243    0.9999550256    0.0094103202
   5691  QC2LE2655          Sad_Mult          3013.665   0.010 -1.3184E-12 -7.7552E-12  2.6500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011825294    0.9999547969    0.0094342917
   5692  ECSLE2651          Sad_Mult          3013.665   0.000 -1.3184E-12 -7.7552E-12  2.6500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011825294    0.9999547969    0.0094342917
   5693  ESLE2650           Marker            3013.665   0.000 -1.3184E-12 -7.7552E-12  2.6500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011825294    0.9999547969    0.0094342917
   5694  ECSLE2649          Sad_Mult          3013.665   0.000 -1.3184E-12 -7.7552E-12  2.6500E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011825294    0.9999547969    0.0094342917
   5695  QC2LE2645          Sad_Mult          3013.675   0.010 -1.3186E-12 -7.7552E-12  2.6400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011849419    0.9999545666    0.0094583685
   5696  ECSLE2641          Sad_Mult          3013.675   0.000 -1.3186E-12 -7.7552E-12  2.6400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011849419    0.9999545666    0.0094583685
   5697  ESLE2640           Marker            3013.675   0.000 -1.3186E-12 -7.7552E-12  2.6400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011849419    0.9999545666    0.0094583685
   5698  ECSLE2639          Sad_Mult          3013.675   0.000 -1.3186E-12 -7.7552E-12  2.6400E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011849419    0.9999545666    0.0094583685
   5699  QC2LE2635          Sad_Mult          3013.685   0.010 -1.3188E-12 -7.7552E-12  2.6300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011873618    0.9999543346    0.0094825537
   5700  ECSLE2631          Sad_Mult          3013.685   0.000 -1.3188E-12 -7.7552E-12  2.6300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011873618    0.9999543346    0.0094825537
   5701  ESLE2630           Marker            3013.685   0.000 -1.3188E-12 -7.7552E-12  2.6300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011873618    0.9999543346    0.0094825537
   5702  ECSLE2629          Sad_Mult          3013.685   0.000 -1.3188E-12 -7.7552E-12  2.6300E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011873618    0.9999543346    0.0094825537
   5703  QC2LE2625          Sad_Mult          3013.695   0.010 -1.3190E-12 -7.7551E-12  2.6200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011897894    0.9999541010    0.0095068505
   5704  ECSLE2621          Sad_Mult          3013.695   0.000 -1.3190E-12 -7.7551E-12  2.6200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011897894    0.9999541010    0.0095068505
   5705  ESLE2620           Marker            3013.695   0.000 -1.3190E-12 -7.7551E-12  2.6200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011897894    0.9999541010    0.0095068505
   5706  ECSLE2619          Sad_Mult          3013.695   0.000 -1.3190E-12 -7.7551E-12  2.6200E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011897894    0.9999541010    0.0095068506
   5707  QC2LE2615          Sad_Mult          3013.705   0.010 -1.3192E-12 -7.7551E-12  2.6100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011922249    0.9999538658    0.0095312622
   5708  ECSLE2611          Sad_Mult          3013.705   0.000 -1.3192E-12 -7.7551E-12  2.6100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011922249    0.9999538658    0.0095312622
   5709  ESLE2610           Marker            3013.705   0.000 -1.3192E-12 -7.7551E-12  2.6100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011922249    0.9999538658    0.0095312622
   5710  ECSLE2609          Sad_Mult          3013.705   0.000 -1.3192E-12 -7.7551E-12  2.6100E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011922249    0.9999538658    0.0095312622
   5711  QC2LE2605          Sad_Mult          3013.715   0.010 -1.3195E-12 -7.7551E-12  2.6000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011946689    0.9999536287    0.0095557918
   5712  ECSLE2601          Sad_Mult          3013.715   0.000 -1.3195E-12 -7.7551E-12  2.6000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011946689    0.9999536287    0.0095557918
   5713  ESLE2600           Marker            3013.715   0.000 -1.3195E-12 -7.7551E-12  2.6000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011946689    0.9999536287    0.0095557918
   5714  ECSLE2599          Sad_Mult          3013.715   0.000 -1.3195E-12 -7.7551E-12  2.6000E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011946689    0.9999536287    0.0095557918
   5715  QC2LE2595          Sad_Mult          3013.725   0.010 -1.3197E-12 -7.7550E-12  2.5900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011971216    0.9999533899    0.0095804426
   5716  ECSLE2591          Sad_Mult          3013.725   0.000 -1.3197E-12 -7.7550E-12  2.5900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011971216    0.9999533899    0.0095804426
   5717  ESLE2590           Marker            3013.725   0.000 -1.3197E-12 -7.7550E-12  2.5900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011971216    0.9999533899    0.0095804426
   5718  ECSLE2589          Sad_Mult          3013.725   0.000 -1.3197E-12 -7.7550E-12  2.5900E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011971216    0.9999533899    0.0095804426
   5719  QC2LE2585          Sad_Mult          3013.735   0.010 -1.3199E-12 -7.7550E-12  2.5800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011995838    0.9999531493    0.0096052176
   5720  ECSLE2581          Sad_Mult          3013.735   0.000 -1.3199E-12 -7.7550E-12  2.5800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011995838    0.9999531493    0.0096052177
   5721  ESLE2580           Marker            3013.735   0.000 -1.3199E-12 -7.7550E-12  2.5800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011995838    0.9999531493    0.0096052177
   5722  ECSLE2579          Sad_Mult          3013.735   0.000 -1.3199E-12 -7.7550E-12  2.5800E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0011995838    0.9999531493    0.0096052177
   5723  QC2LE2575          Sad_Mult          3013.745   0.010 -1.3201E-12 -7.7550E-12  2.5700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0012020564    0.9999529068    0.0096301198
   5724  ECSLE2571          Sad_Mult          3013.745   0.000 -1.3201E-12 -7.7550E-12  2.5700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0012020564    0.9999529068    0.0096301198
   5725  ESLE2570           Marker            3013.745   0.000 -1.3201E-12 -7.7550E-12  2.5700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0012020564    0.9999529068    0.0096301198
   5726  ECSLE2569          Sad_Mult          3013.745   0.000 -1.3201E-12 -7.7550E-12  2.5700E+00  2.1442E-14 -3.5637E-15 -2.1260E-15    0.0012020564    0.9999529068    0.0096301198
